case_id,configuration_id,scenario,eeg_snr_db,meg_snr_db,method,status,has_surface_true,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,deep_sd_mm,surface_dle_mm,deep_dle_mm,has_deep_true,deep_score,deep_peak_distance_mm,deep_detected,deep_false_positive,active_count,surface_active_count,deep_active_count
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,dSPM [train20],ok,1,0.5870524691358024,0.8057090692040307,0.8172831253713607,0.19999999999999996,1.9845757066373304,72.58314130183862,29.173045738604714,24.525302061096983,37.4165749852163,1,0.5292633052229129,24.494898618727973,0,0,7514,7498,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,sLORETA [train20],ok,1,0.7529629629629631,0.5642077174256522,0.5456699346405228,0.6,1.9834894360367437,67.83322414645484,29.742322567013332,92.96627013946582,37.4165749852163,1,0.5464514328397512,37.4165749852163,0,0,2903,2887,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,eLORETA [train20],ok,1,0.6252469135802469,0.7916014184895194,0.8095811051693405,0.8666666666666667,1.9835606276981972,74.22795694068719,29.0257954981899,58.73449342673734,33.166248402824905,1,0.32204255272317117,10.00000054854849,1,0,7139,7123,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,LCMV [train20],ok,1,0.7511882716049383,0.5384712615427829,0.5175282234105764,0.19999999999999996,1.9737243823086454,57.37625110288001,29.698166480091047,65.67694414681341,33.166248402824905,1,0.0,nan,0,0,1030,1014,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,Dipole fitting (grid) [train20],ok,1,0.5,0.4999332888592395,0.4999331550802139,0.5,2.0000000000000004,4.336040431655803,nan,7.755141529980423,nan,1,0.0,nan,0,0,1,1,0
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,RAP-MUSIC [train20],ok,1,0.5,0.4999332888592395,0.4999331550802139,0.5,2.0000000000000004,4.336040431655803,nan,7.755141529980423,nan,1,0.0,nan,0,0,1,1,0
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,MNE [combined40],ok,1,0.7094907407407407,0.6187072083143148,0.6052807486631016,1.0,1.9752362379581303,75.87222035271705,27.0666958827809,124.50762484013009,0.0,1,0.29620258324671056,0.0,1,0,215,199,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,dSPM [combined40],ok,1,0.7801543209876542,0.6718724763877673,0.6599598930481283,0.4666666666666667,1.9750936883276795,72.02929171631932,27.97421480377262,20.556646252890193,37.4165749852163,1,0.576488791422887,14.142136204249597,0,0,7514,7498,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,sLORETA [combined40],ok,1,0.7917129629629629,0.5409711737649661,0.5194370172311348,0.8666666666666667,1.9715369028413774,66.55716192934369,28.51174065889962,87.28219533720586,33.166248402824905,1,0.6710359613917991,14.142136204249597,0,0,2877,2861,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,eLORETA [combined40],ok,1,0.7020524691358025,0.7482672658965626,0.7504753416518122,1.0,1.9739520410513727,73.61474766390555,28.07852602343393,31.820986966798177,0.0,1,0.4757805017840456,14.142136204249597,0,0,7195,7179,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,LCMV [combined40],ok,1,0.8760648148148148,0.5895860398160176,0.568508615567439,0.7333333333333334,1.9605904879334322,58.24726079093094,26.13035962088271,73.04222064477361,17.320508398326936,1,0.0,nan,0,0,1107,1091,16
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,Dipole fitting (grid) [combined40],ok,1,0.5,0.4999332888592395,0.4999331550802139,0.5,2.0000000000000004,4.336040431655803,nan,7.755141529980423,nan,1,0.0,nan,0,0,1,1,0
erp-v6-development-03-eeg-10-meg-10,erp-v6-development-03,deep_plus_surface,-10,-10,RAP-MUSIC [combined40],ok,1,0.5,0.4999332888592395,0.4999331550802139,0.5,2.0000000000000004,4.336040431655803,nan,7.755141529980423,nan,1,0.0,nan,0,0,1,1,0
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,v6-surface-only,ok,1,0.7230235860286364,0.9540820416889361,0.9869206513358664,0.5,2.0182685161599383,7.281360965772238,nan,nan,nan,1,0.0,nan,0,0,4,4,0
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,v6-full-ungated,ok,1,0.732913393191171,0.7231204347051486,0.7135955050992377,1.0,1.274544739260697,7.2813609657722385,21.48471372131018,nan,0.0,1,1.0,0.0,1,0,7,4,3
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,MNE [train20],ok,1,0.6853676495595687,0.5336451095670764,0.5230492934012309,1.0,1.9754264016461562,56.36088299429727,26.67999954988646,38.796743079048284,0.0,1,0.20974990547415845,14.142136031724077,0,0,148,132,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,dSPM [train20],ok,1,0.7024647144849165,0.6255344735435595,0.6186444199241924,0.5333333333333333,1.9758298319238254,55.44455885751056,27.69662944853723,53.82456961535979,14.142136031724077,1,0.8392867022734469,14.142136031724077,0,0,7514,7498,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,sLORETA [train20],ok,1,0.7073697411828724,0.48253162301799396,0.46767558783200447,0.9333333333333333,1.970840827634751,49.6066920833369,28.177151291258077,49.2048800479947,17.320508398326936,1,0.594465311563744,14.142136031724077,0,0,2773,2757,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,eLORETA [train20],ok,1,0.6904185797367616,0.6652324959914484,0.6676054127173928,1.0,1.975610832888335,56.52490908696908,28.089497079814013,58.03164910339666,0.0,1,0.4536341570583453,14.142136031724077,0,0,7322,7306,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,LCMV [train20],ok,1,0.7398275686154473,0.5052912880812399,0.4904686497292256,0.5333333333333333,1.9633240229719715,48.106993485273335,26.682241223164905,44.47202556696946,14.142136204249597,1,0.0,nan,0,0,1173,1157,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,Dipole fitting (grid) [train20],ok,1,0.49981481481481477,0.49993319080705506,0.49993305663408755,0.5,2.0000000000000004,13.387876619379682,nan,nan,nan,1,0.0,nan,0,0,1,1,0
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,RAP-MUSIC [train20],ok,1,0.4997222222222222,0.49993319080705506,0.49993305663408755,0.5,2.0000000000000004,9.043448233966725,nan,nan,nan,1,0.0,nan,0,0,1,1,0
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,MNE [combined40],ok,1,0.7121867666564636,0.6165909495813291,0.608353608709101,1.0,1.9656393693821463,55.59169542084081,26.133516344382404,38.796743079048284,0.0,1,0.2566642128175341,10.00000054854849,1,0,212,196,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,dSPM [combined40],ok,1,0.8151855252865353,0.8528772492428291,0.8524198872581381,0.7333333333333334,1.966075145776996,55.164923374138894,27.298724419959065,16.831725544710082,10.00000054854849,1,0.5747950569222197,10.00000054854849,1,0,7514,7498,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,sLORETA [combined40],ok,1,0.7400298438934803,0.5565517548548014,0.544147995623289,1.0,1.9598088767254938,48.897165723888286,27.790109061151878,46.424817657274744,0.0,1,0.4536794402383001,10.00000054854849,1,0,2796,2780,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,eLORETA [combined40],ok,1,0.7608204945073632,0.7843711027970781,0.7900748380663063,1.0,1.9660893851446364,56.31997260497854,27.762058350500467,67.4980284548609,0.0,1,0.39339513989214814,37.41657376384551,0,0,7318,7302,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,LCMV [combined40],ok,1,0.7518845866068089,0.5340147871013718,0.5200853181656595,0.6666666666666667,1.9575877366623855,47.661524328176064,24.269887491902992,55.094533661106404,14.142136204249597,1,0.0,nan,0,0,1048,1032,16
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,Dipole fitting (grid) [combined40],ok,1,0.4999074074074074,0.49993319080705506,0.49993305663408755,0.5,2.000000000000001,10.675992316866411,nan,nan,nan,1,0.0,nan,0,0,1,1,0
erp-v6-development-04-eeg-10-meg-10,erp-v6-development-04,deep_plus_two_surface,-10,-10,RAP-MUSIC [combined40],ok,1,0.5092592592592592,0.5166666666666667,0.5172413793103449,0.5,1.9110864526252929,0.0,nan,nan,nan,1,0.0,nan,0,0,1,1,0
